"Date d'admission","Hors soins intensifs","Aux soins intensifs"
"2022-03-31 00:00:00",23,4
"2022-04-01 00:00:00",32,1
"2022-04-02 00:00:00",23,2
"2022-04-03 00:00:00",16,0
"2022-04-04 00:00:00",42,0
"2022-04-05 00:00:00",31,1
"2022-04-06 00:00:00",25,1
"2022-04-07 00:00:00",29,1
"2022-04-08 00:00:00",23,4
"2022-04-09 00:00:00",25,2
"2022-04-10 00:00:00",22,0
"2022-04-11 00:00:00",34,4
"2022-04-12 00:00:00",37,2
"2022-04-13 00:00:00",46,2
"2022-04-14 00:00:00",46,3
"2022-04-15 00:00:00",41,2
"2022-04-16 00:00:00",22,2
"2022-04-17 00:00:00",24,6
"2022-04-18 00:00:00",33,1
"2022-04-19 00:00:00",28,1
"2022-04-20 00:00:00",37,2
"2022-04-21 00:00:00",39,3
"2022-04-22 00:00:00",37,1
"2022-04-23 00:00:00",27,4
"2022-04-24 00:00:00",28,5
"2022-04-25 00:00:00",42,5
"2022-04-26 00:00:00",23,3
"2022-04-27 00:00:00",33,4
"2022-04-28 00:00:00",25,1
"2022-04-29 00:00:00",33,4
"2022-04-30 00:00:00",20,2
"2022-05-01 00:00:00",18,2
"2022-05-02 00:00:00",31,2
"2022-05-03 00:00:00",22,2
"2022-05-04 00:00:00",41,3
"2022-05-05 00:00:00",19,1
"2022-05-06 00:00:00",23,1
"2022-05-07 00:00:00",17,5
"2022-05-08 00:00:00",10,3
"2022-05-09 00:00:00",19,1
"2022-05-10 00:00:00",17,1
"2022-05-11 00:00:00",26,1
"2022-05-12 00:00:00",20,1
"2022-05-13 00:00:00",22,0
"2022-05-14 00:00:00",15,0
"2022-05-15 00:00:00",22,0
"2022-05-16 00:00:00",21,0
"2022-05-17 00:00:00",19,1
"2022-05-18 00:00:00",12,0
"2022-05-19 00:00:00",10,2
"2022-05-20 00:00:00",13,1
"2022-05-21 00:00:00",9,3
"2022-05-22 00:00:00",7,3
"2022-05-23 00:00:00",8,1
"2022-05-24 00:00:00",10,0
"2022-05-25 00:00:00",12,0
"2022-05-26 00:00:00",16,0
"2022-05-27 00:00:00",15,2
"2022-05-28 00:00:00",14,1
"2022-05-29 00:00:00",9,2
"2022-05-30 00:00:00",10,1
"2022-05-31 00:00:00",13,0
"2022-06-01 00:00:00",14,2
"2022-06-02 00:00:00",11,0
"2022-06-03 00:00:00",14,1
"2022-06-04 00:00:00",6,1
"2022-06-05 00:00:00",12,0
"2022-06-06 00:00:00",7,1
"2022-06-07 00:00:00",15,1
"2022-06-08 00:00:00",15,0
"2022-06-09 00:00:00",11,0
"2022-06-10 00:00:00",13,1
"2022-06-11 00:00:00",13,2
"2022-06-12 00:00:00",12,0
"2022-06-13 00:00:00",9,1
"2022-06-14 00:00:00",19,0
"2022-06-15 00:00:00",17,1
"2022-06-16 00:00:00",26,1
"2022-06-17 00:00:00",16,0
"2022-06-18 00:00:00",18,0
"2022-06-19 00:00:00",11,1
"2022-06-20 00:00:00",28,1
"2022-06-21 00:00:00",25,0
"2022-06-22 00:00:00",16,0
"2022-06-23 00:00:00",24,1
"2022-06-24 00:00:00",29,4
"2022-06-25 00:00:00",24,2
"2022-06-26 00:00:00",15,1
"2022-06-27 00:00:00",22,2
"2022-06-28 00:00:00",23,0
"2022-06-29 00:00:00",23,1
"2022-06-30 00:00:00",29,4
"2022-07-01 00:00:00",25,0
"2022-07-02 00:00:00",28,2
"2022-07-03 00:00:00",22,0
"2022-07-04 00:00:00",23,3
"2022-07-05 00:00:00",32,3
"2022-07-06 00:00:00",28,2
"2022-07-07 00:00:00",47,3
"2022-07-08 00:00:00",24,1
"2022-07-09 00:00:00",25,1
"2022-07-10 00:00:00",19,1
"2022-07-11 00:00:00",32,3
"2022-07-12 00:00:00",33,1
"2022-07-13 00:00:00",31,1
"2022-07-14 00:00:00",34,2
"2022-07-15 00:00:00",33,4
"2022-07-16 00:00:00",18,1
"2022-07-17 00:00:00",29,4
"2022-07-18 00:00:00",37,3
"2022-07-19 00:00:00",38,4
"2022-07-20 00:00:00",37,5
"2022-07-21 00:00:00",36,4
"2022-07-22 00:00:00",46,0
"2022-07-23 00:00:00",23,2
"2022-07-24 00:00:00",24,1
"2022-07-25 00:00:00",36,5
"2022-07-26 00:00:00",27,1
"2022-07-27 00:00:00",29,0
"2022-07-28 00:00:00",34,2
"2022-07-29 00:00:00",31,1
"2022-07-30 00:00:00",20,1
"2022-07-31 00:00:00",19,3
"2022-08-01 00:00:00",21,4
"2022-08-02 00:00:00",29,1
"2022-08-03 00:00:00",35,1
"2022-08-04 00:00:00",18,3
"2022-08-05 00:00:00",25,2
"2022-08-06 00:00:00",19,2
"2022-08-07 00:00:00",18,1
"2022-08-08 00:00:00",24,2
"2022-08-09 00:00:00",19,2
"2022-08-10 00:00:00",22,1
"2022-08-11 00:00:00",17,3
"2022-08-12 00:00:00",23,0
"2022-08-13 00:00:00",11,4
"2022-08-14 00:00:00",14,1
"2022-08-15 00:00:00",30,3
"2022-08-16 00:00:00",21,3
"2022-08-17 00:00:00",20,0
"2022-08-18 00:00:00",21,3
"2022-08-19 00:00:00",27,1
"2022-08-20 00:00:00",18,4
"2022-08-21 00:00:00",14,0
"2022-08-22 00:00:00",19,0
"2022-08-23 00:00:00",13,1
"2022-08-24 00:00:00",18,3
"2022-08-25 00:00:00",11,0
"2022-08-26 00:00:00",20,1
"2022-08-27 00:00:00",19,1
"2022-08-28 00:00:00",8,1
"2022-08-29 00:00:00",17,0
"2022-08-30 00:00:00",15,1
"2022-08-31 00:00:00",22,0
"2022-09-01 00:00:00",25,0
"2022-09-02 00:00:00",21,1
"2022-09-03 00:00:00",16,0
"2022-09-04 00:00:00",13,0
"2022-09-05 00:00:00",13,0
"2022-09-06 00:00:00",14,0
"2022-09-07 00:00:00",14,1
"2022-09-08 00:00:00",14,3
"2022-09-09 00:00:00",17,2
"2022-09-10 00:00:00",10,3
"2022-09-11 00:00:00",19,2
"2022-09-12 00:00:00",25,2
"2022-09-13 00:00:00",20,2
"2022-09-14 00:00:00",27,0
"2022-09-15 00:00:00",25,1
"2022-09-16 00:00:00",14,2
"2022-09-17 00:00:00",19,0
"2022-09-18 00:00:00",13,0
"2022-09-19 00:00:00",19,1
"2022-09-20 00:00:00",25,3
"2022-09-21 00:00:00",21,2
"2022-09-22 00:00:00",15,3
"2022-09-23 00:00:00",20,2
"2022-09-24 00:00:00",9,3
"2022-09-25 00:00:00",9,0
"2022-09-26 00:00:00",18,0
"2022-09-27 00:00:00",30,1
"2022-09-28 00:00:00",22,1
"2022-09-29 00:00:00",22,0
"2022-09-30 00:00:00",33,2
"2022-10-01 00:00:00",25,1
"2022-10-02 00:00:00",18,2
"2022-10-03 00:00:00",25,1
"2022-10-04 00:00:00",34,0
"2022-10-05 00:00:00",26,0
"2022-10-06 00:00:00",26,1
"2022-10-07 00:00:00",23,1
"2022-10-08 00:00:00",21,4
"2022-10-09 00:00:00",16,0
"2022-10-10 00:00:00",19,4
"2022-10-11 00:00:00",30,2
"2022-10-12 00:00:00",38,2
"2022-10-13 00:00:00",27,1
"2022-10-14 00:00:00",25,2
"2022-10-15 00:00:00",23,2
"2022-10-16 00:00:00",13,0
"2022-10-17 00:00:00",26,4
"2022-10-18 00:00:00",22,1
"2022-10-19 00:00:00",22,2
"2022-10-20 00:00:00",24,2
"2022-10-21 00:00:00",22,1
"2022-10-22 00:00:00",17,1
"2022-10-23 00:00:00",18,1
"2022-10-24 00:00:00",24,2
"2022-10-25 00:00:00",29,1
"2022-10-26 00:00:00",29,3
"2022-10-27 00:00:00",20,3
"2022-10-28 00:00:00",25,5
"2022-10-29 00:00:00",14,1
"2022-10-30 00:00:00",15,1
"2022-10-31 00:00:00",26,2
"2022-11-01 00:00:00",16,3
"2022-11-02 00:00:00",22,2
"2022-11-03 00:00:00",27,0
"2022-11-04 00:00:00",29,6
"2022-11-05 00:00:00",15,0
"2022-11-06 00:00:00",16,0
"2022-11-07 00:00:00",21,0
"2022-11-08 00:00:00",25,3
"2022-11-09 00:00:00",24,1
"2022-11-10 00:00:00",19,2
"2022-11-11 00:00:00",22,1
"2022-11-12 00:00:00",14,1
"2022-11-13 00:00:00",14,0
"2022-11-14 00:00:00",19,2
