date,dailyCases,dailyHosp,dailyDeaths,Population,peak
2/23/2020,0,0,0,1762949,NA
2/24/2020,0,0,0,1762949,NA
2/25/2020,0,0,0,1762949,NA
2/26/2020,0,0,0,1762949,NA
2/27/2020,0,0,0,1762949,NA
2/28/2020,0,0,0,1762949,NA
2/29/2020,0,0,0,1762949,NA
3/1/2020,0,0,0,1762949,NA
3/2/2020,0,0,0,1762949,NA
3/3/2020,0,0,0,1762949,NA
3/4/2020,0,0,0,1762949,NA
3/5/2020,0,0,0,1762949,NA
3/6/2020,1,0,0,1762949,NA
3/7/2020,0,0,0,1762949,1
3/8/2020,0,0,0,1762949,1
3/9/2020,0,0,0,1762949,1
3/10/2020,0,1,0,1762949,1
3/11/2020,2,0,0,1762949,1
3/12/2020,1,0,0,1762949,1
3/13/2020,1,1,0,1762949,1
3/14/2020,1,0,0,1762949,1
3/15/2020,1,0,0,1762949,1
3/16/2020,2,1,0,1762949,1
3/17/2020,2,1,0,1762949,1
3/18/2020,3,1,0,1762949,1
3/19/2020,7,1,0,1762949,1
3/20/2020,10,2,0,1762949,1
3/21/2020,23,3,0,1762949,1
3/22/2020,36,5,1,1762949,1
3/23/2020,53,5,0,1762949,1
3/24/2020,70,7,2,1762949,1
3/25/2020,90,9,2,1762949,1
3/26/2020,110,12,3,1762949,1
3/27/2020,147,14,1,1762949,1
3/28/2020,162,15,7,1762949,1
3/29/2020,187,17,7,1762949,1
3/30/2020,211,27,10,1762949,1
3/31/2020,242,30,10,1762949,1
4/1/2020,267,34,10,1762949,1
4/2/2020,296,35,13,1762949,1
4/3/2020,298,38,17,1762949,1
4/4/2020,329,40,28,1762949,1
4/5/2020,328,42,24,1762949,1
4/6/2020,335,39,34,1762949,1
4/7/2020,350,40,36,1762949,1
4/8/2020,351,41,37,1762949,1
4/9/2020,365,43,39,1762949,1
4/10/2020,370,45,44,1762949,1
4/11/2020,353,47,42,1762949,1
4/12/2020,378,48,46,1762949,1
4/13/2020,401,49,52,1762949,1
4/14/2020,429,51,55,1762949,1
4/15/2020,451,55,52,1762949,1
4/16/2020,458,57,53,1762949,1
4/17/2020,482,60,60,1762949,1
4/18/2020,494,60,51,1762949,1
4/19/2020,487,62,80,1762949,1
4/20/2020,466,68,72,1762949,1
4/21/2020,432,72,72,1762949,1
4/22/2020,430,72,64,1762949,1
4/23/2020,414,73,77,1762949,1
4/24/2020,409,70,67,1762949,1
4/25/2020,400,69,78,1762949,1
4/26/2020,389,68,74,1762949,1
4/27/2020,384,68,70,1762949,1
4/28/2020,392,68,84,1762949,1
4/29/2020,399,68,85,1762949,1
4/30/2020,405,67,78,1762949,1
5/1/2020,404,70,74,1762949,1
5/2/2020,419,71,74,1762949,1
5/3/2020,421,71,61,1762949,1
5/4/2020,415,69,68,1762949,1
5/5/2020,419,66,63,1762949,1
5/6/2020,412,62,59,1762949,1
5/7/2020,411,62,58,1762949,1
5/8/2020,395,59,55,1762949,1
5/9/2020,379,59,62,1762949,1
5/10/2020,371,57,56,1762949,1
5/11/2020,370,57,61,1762949,1
5/12/2020,350,53,50,1762949,1
5/13/2020,333,52,34,1762949,1
5/14/2020,324,49,57,1762949,1
5/15/2020,316,48,49,1762949,1
5/16/2020,317,46,40,1762949,1
5/17/2020,321,46,35,1762949,1
5/18/2020,318,42,31,1762949,1
5/19/2020,320,42,30,1762949,1
5/20/2020,317,43,46,1762949,1
5/21/2020,308,43,36,1762949,1
5/22/2020,299,41,44,1762949,1
5/23/2020,289,40,27,1762949,1
5/24/2020,276,38,33,1762949,1
5/25/2020,261,38,28,1762949,1
5/26/2020,237,36,30,1762949,1
5/27/2020,221,33,26,1762949,1
5/28/2020,200,30,42,1762949,1
5/29/2020,192,29,28,1762949,1
5/30/2020,183,27,18,1762949,1
5/31/2020,169,26,14,1762949,1
6/1/2020,161,24,21,1762949,1
6/2/2020,151,21,19,1762949,1
6/3/2020,138,19,15,1762949,1
6/4/2020,127,18,6,1762949,1
6/5/2020,116,17,17,1762949,1
6/6/2020,104,17,10,1762949,1
6/7/2020,97,17,8,1762949,1
6/8/2020,90,15,4,1762949,1
6/9/2020,83,15,7,1762949,1
6/10/2020,78,15,5,1762949,1
6/11/2020,73,13,11,1762949,1
6/12/2020,66,13,6,1762949,1
6/13/2020,60,13,8,1762949,1
6/14/2020,56,11,3,1762949,1
6/15/2020,57,10,5,1762949,1
6/16/2020,54,9,3,1762949,1
6/17/2020,51,7,2,1762949,1
6/18/2020,48,7,3,1762949,1
6/19/2020,45,7,2,1762949,1
6/20/2020,43,6,2,1762949,1
6/21/2020,42,6,4,1762949,1
6/22/2020,39,6,4,1762949,1
6/23/2020,36,6,0,1762949,1
6/24/2020,34,6,4,1762949,1
6/25/2020,32,6,1,1762949,1
6/26/2020,31,6,1,1762949,1
6/27/2020,31,6,3,1762949,1
6/28/2020,29,5,1,1762949,1
6/29/2020,26,5,5,1762949,1
6/30/2020,27,6,4,1762949,1
7/1/2020,25,6,1,1762949,1
7/2/2020,21,5,0,1762949,1
7/3/2020,20,5,0,1762949,1
7/4/2020,18,5,0,1762949,1
7/5/2020,17,5,1,1762949,1
7/6/2020,18,5,1,1762949,1
7/7/2020,17,5,0,1762949,1
7/8/2020,21,5,1,1762949,1
7/9/2020,24,5,0,1762949,1
7/10/2020,26,5,1,1762949,1
7/11/2020,27,4,2,1762949,1
7/12/2020,29,4,0,1762949,NA
7/13/2020,37,4,0,1762949,NA
7/14/2020,41,3,0,1762949,NA
7/15/2020,47,3,3,1762949,NA
7/16/2020,53,3,1,1762949,NA
7/17/2020,58,3,1,1762949,NA
7/18/2020,70,2,0,1762949,NA
7/19/2020,73,2,0,1762949,NA
